Language	Concept	Portuguese	Form	Semantic	Concepticon	Cognate	Notes
Xipaya	TWO	DOIS / DUAS	bida	QUANTITY	1498		
Xipaya	UGLY	FEIO		EMOTIONS AND VALUES	1548		
Xipaya	UNCLE (MOBR)	TIO (MATERNO)	wẽti adʒidʒa / dʒawi	KINSHIP	2692		
Xipaya	UNTIE	DESATAR / DESAMARRAR / SOLTAR		BASIC ACTIONS AND TECHNOLOGY	352		
Xipaya	URINATE	URINAR		BODY			
Xipaya	VEIN	VEIA	tíri	BODY	1924		
Xipaya	VILLAGE	ALDEIA		SOCIAL AND POLITICAL RELATIONS	930		
Xipaya	VILLAGE SQUARE	PÁTIO /PRAÇA					
Xipaya	VOMIT	VOMITAR	enaena	BODY	1278		
Xipaya	VULTURE	URUBÚ	kuzuhu	ANIMALS	1185		
Xipaya	WAKE UP			THE BODY	1602		
Xipaya	WALK	ANDAR / CAMINHAR	maseu	MOTION	1443		
Xipaya	WANT	QUERER	sa	EMOTIONS AND VALUES	1784		
Xipaya	WASH	LAVAR	tutu	BASIC ACTIONS AND TECHNOLOGY	1453		
Xipaya	WASP	VESPA	kapa	ANIMALS	1517	1	
Xipaya	WATER	ÁGUA	já	PHYSICAL WORLD	948		Also means 'river'
Xipaya	WAX	CERA					
Xipaya	WE (EXCL)	NÓS	uzudɨ	KINSHIP	1130		
Xipaya	WE (INCL)	NÓS	i	KINSHIP	1131		
Xipaya	WEAVE	TECER		BASIC ACTIONS AND TECHNOLOGY	133		
Xipaya	WET	MOLHADO	súru	SENSE PERCEPTION	1726	9	
Xipaya	WHAT (?)	OQUÊ	apa	MISCELLANEOUS FUNCTION WORDS	1236	7	
Xipaya	WHITE	BRANCO	kapĩ	SENSE PERCEPTION	1335		
Xipaya	WHO (?)	QUEM	ma	MISCELLANEOUS FUNCTION WORDS	1235		
Xipaya	WIFE	ESPOSA	ania	KINSHIP	1199	0	
Xipaya	WILD CAT	GATO DO MATO	piʃãra	ANIMALS	2241		
Xipaya	WILD DOG	CACHORRO DO MATO	apɨ mamã	ANIMALS	2448		
Xipaya	WIND	VENTO	kʷwasew	PHYSICAL WORLD	960		
Xipaya	WING	ASA	séba	BODY	1257		
Xipaya	WING(2)	ASA		BODY	1257		
Xipaya	WOODPECKER	PICA-PAU	ware	ANIMALS	2447	7	
Xipaya	WOMAN	MULHER	sídia	KINSHIP	962		
Xipaya	(EARTH) WORM	VERME / MINHOCA		ANIMALS	2350		
Xipaya	WOUND	FERIDA		THE BODY	1109		
Xipaya	YELLOW	AMARELO	takũʃĩ	SENSE PERCEPTION	1424	0	
Xipaya	YOU (SG)	VOCÊ / TU	éna	KINSHIP	1213	1	
Xipaya	YOU (PL)	VOCÊS / VÓS	esi	KINSHIP	1213	1	
Juruna	ABOVE	EM CIMA (DE)	tʃade	SPATIAL RELATIONS	1741	1	
Juruna	AFTER	DEPOIS (DE)	táde / duháhé / tʃihé	SPATIAL RELATIONS	1685	7	
Juruna	AGOUTI / PACA	CUTIA	akulʒi	ANIMALS	313	1	
Juruna	ALL	TODOS / TUDO	bitehu	QUANTITY	98	B	
Juruna	ALONE	SÓ / SOZINHO	meme	QUANTITY	1964		
Juruna	ANACONDA	SUCURI	adʒa / tuwĩ	ANIMALS	896	3 /	
Juruna	ANATTO	URUCU	wãkaha	AGRICULTURE AND VEGETATION		2	
Juruna	ANT	FORMIGA	adʒiha	ANIMALS	587		
Juruna	ANTEATER	TAMANDUÁ	amaẽ	ANIMALS	181		
Juruna	MOUNTAIN SOURSOP	ARATICUM / JACA DE POBRE		FOOD AND DRINK			
Juruna	ARM	BRAÇO	abɨ	BODY	1673	5	
Juruna	ARMADILLO	TATU	duʔa	ANIMALS	1885	3	
Juruna	ARRIVE	CHEGAR	wɨ	MOTION	1387	1	
Juruna	ARROW	FLECHA	tʃukaja / kumariha	WARFARE AND HUNTING	977	A	
Juruna	ASH	CINZA(S)		PHYSICAL WORLD	646		
Juruna	AVENGE	VINGAR(-SE)			495		
Juruna	AXE	MACHADO	pɨtaha	WARFARE AND HUNTING	677	5	
Juruna	AÇAÍ PALM	AÇAÍ	manakúrá	AGRICULTURE AND VEGETATION	2437	1	
Juruna	BACK	COSTAS		BODY	1291		
Juruna	BABAÇU	BABAÇU		AGRICULTURE AND VEGETATION			
Juruna	BAD / EVIL	MAU / MAL / RUIM	meũ	EMOTIONS AND VALUES	3764		
Juruna	BAMBOO	TAQUARA / BAMBU		AGRICULTURE AND VEGETATION	1827		
Juruna	BANANA	BANANA	pàkùa	FOOD AND DRINK	868	1	
Juruna	BASKET	CESTO / CESTA	ulu	BASIC ACTIONS AND TECHNOLOGY	1539		
Juruna	BAT	MORCEGO	ʔaʔa	ANIMALS	1793		
Juruna	BATHE	BANHAR-SE		BODY	138		
Juruna	BEADS	MIÇANGAS / CONTAS		CLOTHING AND GROOMING	1860		
Juruna	BE WRONG	ERRAR / ESTAR ERRADO		EMOTIONS AND VALUES	1390		
Juruna	BEANS	FEIJÃO	puju	FOOD AND DRINK	2574	8	
Juruna	BEARD	BARBA	pɨtahaʔ	BODY	678		
Juruna	BEAUTIFUL	BONITO	ipɨ́á	EMOTIONS AND VALUES	1427		
Juruna	BEE	ABELHA	awɨlʒa	ANIMALS	665		
Juruna	BELLY	UMBIGO	wãza	BODY	1251	7	
Juruna	BELLYBUTTON	UMBIGO		BODY	3715		
Juruna	BELOW	EM BAIXO DE / ABAIXO		SPATIAL RELATIONS	1485		
Juruna	BENCH	BANCO	pɨkáhá		2584	1	
Juruna	BIG	GRANDE	urahu	SPATIAL RELATIONS	1202	1	
Juruna	BIRD	PÁSSARO	uʃiʃi	ANIMALS	937		
Juruna	BITE	MORDER	atʃu	BODY	1403	1	
Juruna	BLACK	PRETO	itinikĩ	SENSE PERCEPTION	163		
Juruna	BLOOD	SANGUE	apetu	BODY	946	7	
Juruna	BLOW	SOPRAR	asu	MOTION	176		
Juruna	BLUE	AZUL	akɨ́la	SENSE PERCEPTION	837		Also means 'green'
Juruna	BONE	OSSO	paŋĩ	BODY	1394	3	
Juruna	BOW	ARCO	tʃukã́hã́	WARFARE AND HUNTING	994		
Juruna	BOY	MENINO		KINSHIP	1366		
Juruna	BRANCH	GALHO	ẽhua	AGRICULTURE AND VEGETATION	1531		
Juruna	BRAZIL NUT	CASTANHA DO PARÁ	el	FOOD AND DRINK			
Juruna	BREAK	QUEBRAR / ROMPER	apidu	BASIC ACTIONS AND TECHNOLOGY	3020		
Juruna	BREAST	SEIO	namã	BODY	1402	1	
Juruna	BREATHE	RESPIRAR	ali	BODY	1407		
Juruna	BROTHER	IRMÃO		KINSHIP	1262		
Juruna	BURN (INTR)	QUEIMAR	tʃuʃi	PHYSICAL WORLD	2102	4	
Juruna	BURN (TR)	QUEIMAR	tʃuʃi	PHYSICAL WORLD	141	4	
Juruna	BURY	ENTERRAR	katú	BODY	1719	2	also means 'to plant'
Juruna	BUTTOCKS	NÁDEGAS	ʃibiá	BODY	834		
Juruna	SLASH / GARDEN	ROÇA	kúá	AGRICULTURE AND VEGETATION	201	1	
Juruna	BUTTERFLY	BORBOLETA	nasusu	ANIMALS	1791	5	
Juruna	CALABASH / GOURD	CABAÇA, CUIA	ʃa	AGRICULTURE AND VEGETATION	411	1	
Juruna	CANOE	CANOA	pɨza	MOTION	1970	7	
Juruna	CAPUCHIN MONKEY	MACACO PREGO	perumã	ANIMALS		5	
Juruna	CAPYBARA	CAPIVARA	ata	ANIMALS	314	4	
Juruna	CARÁ ROOT / YAM	INHAME	awaʔa	AGRICULTURE AND VEGETATION	410	2	
Juruna	CHIEF / MASTER / OWNER	CHEFE / CACIQUE	wá	SOCIAL AND POLITICAL RELATIONS	2394		
Juruna	CASHEW	CAJU	elã	FOOD AND DRINK	2441	3	
Juruna	CHILD	CRIANÇA		KINSHIP	2099		
Juruna	CICADA	CIGARRA	karamimãmã	ANIMALS	2353		
Juruna	CLAW	GARRA	uʔã	BODY	2128		
Juruna	CLAY / MUD	BARRO / ARGILA		BASIC ACTIONS AND TECHNOLOGY / THE PHYSICAL WORLD	1399 / 640		
Juruna	CLOUD	NUVEM		PHYSICAL WORLD	1489		
Juruna	COATI	QUATI	awɨ	ANIMALS	2389	3	
Juruna	COCKROACH	BARATA		ANIMALS	1575		
Juruna	COCOA	CACAU	ũjupa	AGRICULTURE AND VEGETATION	2442		
Juruna	COLD	FRIO	kuaku / itaʔaku	SENSE PERCEPTION	1287		
Juruna	COME	VIR	tʃa	MOTION	1446	3	
Juruna	COMB	PENTE		CLOTHING AND GROOMING	1475		
Juruna	CORN / MAIZE	MILHO	makaʃí	AGRICULTURE AND VEGETATION	3686	6	
Juruna	COTTON	ALGODÃO	makúá	CLOTHING AND GROOMING	1850	9	
Juruna	CRAB	CARANGUEIJO	uʔa	ANIMALS	2348		
Juruna	CRICKET (ZOOL)	GRILO	kɨpá	ANIMALS	2354		
Juruna	CRY	CHORAR	ʔeʔa	EMOTIONS AND VALUES	1839		
Juruna	CURASSOW	MUTUM	takũ	ANIMALS	315	4	
Juruna	CUT	CORTAR	akɨrɨ	BASIC ACTIONS AND TECHNOLOGY	1432		
Juruna	DANCE	DANÇAR		MOTION	1579		
Juruna	DAUGHTER OF WOMAN	FILHA DE MULHER	mãbɨá	KINSHIP	1357		
Juruna	DAUGHTER OF MAN	FILHA DE HOMEM	mãbɨá	KINSHIP	1357		
Juruna	DAY	DIA		TIME	1260		
Juruna	DEER	VEADO	ahuá	ANIMALS	1936		
Juruna	DEFECATE	DEFECAR		BODY	676		
Juruna	DIE	MORRER	ʔeʔa	BODY	1494	3	
Juruna	DIG	CAVAR	upɨ́	AGRICULTURE AND VEGETATION	1418		
Juruna	DIGGING STICK			AGRICULTURE AND VEGETATION	339		
Juruna	DIRTY	SUJO		SENSE PERCEPTION	1230		
Juruna	DO / MAKE	FAZER	káriku	BASIC ACTIONS AND TECHNOLOGY	813	5	
Juruna	DOG	CACHORRO / CÃO	apɨ	ANIMALS	2009	3	
Juruna	DOOR	PORTA		THE HOUSE	1567		
Juruna	DRAW / PAINT	PINTAR / DESENHAR		BASIC ACTIONS AND TECHNOLOGY	3122		
Juruna	DRESS UP	VESTIR(-SE)		CLOTHING AND GROOMING	814		
Juruna	DRINK (V)	BEBER	awí	FOOD AND DRINK	1401		
Juruna	DRY	SECAR	tʃuratʃu / huaku	BASIC ACTIONS AND TECHNOLOGY	1786		
Juruna	DRY (STATE)	SECO		SENSE PERCEPTION	1398		
Juruna	EARTH / LAND	TERRA / PAÍS	epɨá	PHYSICAL WORLD	3603		
Juruna	EAR	ORELHA		BODY	1247		
Juruna	EAT (INTR.)	COMER	etʃúkú	FOOD AND DRINK	1336		
Juruna	EAT (TR.)	COMER	iʃú	FOOD AND DRINKFOOD AND DRINK	1336		
Juruna	EGG	OVO	upia	FOOD AND DRINK	744		
Juruna	ELECTRIC EEL	ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	kɨɨbi	ANIMALS	2443		
Juruna	ENTER	ENTRAR	ʔeʔú	MOTION	749		
Juruna	EYE	OLHO	-eʔá	BODY	1248		
Juruna	FACE	CARA / ROSTO / FACE	tapisa	BODY	1560		
Juruna	FALL	CAIR	ala	MOTION	1280		
Juruna	FAR	LONGE	adɨú	SPATIAL RELATIONS	1406		
Juruna	FAT / GREASE	GORDURA	kaha	FOOD AND DRINK	1282	1	
Juruna	FATHER	PAI	pá	KINSHIP	1217		
Juruna	FEAR / BE AFRAID	TEMER / TERMEDO		EMOTIONS AND VALUES	1419		
Juruna	FEATHER	PENA / PLUMA	bitaha	BODY	1201		
Juruna	FINGER	DEDO	wá	BODY	1303		also means 'hand'
Juruna	FIRE	FOGO	aʃi	PHYSICAL WORLD	221		
Juruna	FIREFLY / GLOWWORM	VAGALUME / PIRILAMPO		ANIMALS	206		
Juruna	FIREWOOD	LENHA		PHYSICAL WORLD	10		
Juruna	FISH	PEIXE	pitʃa	ANIMALS	227		
Juruna	FISHHOOK	ANZOL	piná	WARFARE AND HUNTING	1074		
Juruna	FLAT	PLANO / LISO		SPATIAL RELATIONS	1633		
Juruna	FLEA / CHIGGER	PULGA	pɨra	ANIMALS	232		
Juruna	FLESH / MEAT	CARNE	atʃa	FOOD AND DRINK	2615		
Juruna	FLOUR	FARINHA	asa	FOOD AND DRINK	1594	5	
Juruna	FLOWER	FLOR	batʃíá	AGRICULTURE AND VEGETATION	239	2	
Juruna	FLY	VOAR	ʔáú	MOTION	1441		
Juruna	FLY (INSECT)	MOSCA	huhuru	ANIMALS	1504		
Juruna	FOOD	COMIDA	utaha	FOOD AND DRINK	256	3	
Juruna	FOOT	PÉ	bɨdaha	BODY	1301		
Juruna	FORGET	ESQUECER	mákũdaũ	COGNITION	1523		
Juruna	FOUR	QUATRO	duadʒúse	QUANTITY	1500		
Juruna	FROG / TOAD	SAPO	kududú	ANIMALS	503		
Juruna	FRUIT	FRUTA		FOOD AND DRINK	1507		
Juruna	FULL	CHEIO	nanɨú	QUANTITY	1429		
Juruna	GATHER	(A)JUNTAR / RECOLHER		SPATIAL RELATIONS	7		
Juruna	GENIPA	JENIPAPO / GENIPA		AGRICULTURE AND VEGETATION			
Juruna	GIRL	MENINA		KINSHIP	1646		
Juruna	GIVE	DAR	kua	POSSESSION	1447		
Juruna	GNAT / PIUM	MOSQUITO / PERNILONGO / BORRACHUDO	mapɨ	ANIMALS			
Juruna	GO	IR	tʃa	MOTION	695		
Juruna	GO UP	SUBIR		MOTION	705		
Juruna	GOOD / WELL	BOM / BEM	wãbi	EMOTIONS AND VALUES	1035		
Juruna	GRANDFATHER	AVÔ	ʔaʔámɨ	KINSHIP	1383		
Juruna	GRASS	GRAMA		AGRICULTURE AND VEGETATION	606		
Juruna	GREEN	VERDE	akɨ́la	SENSE PERCEPTION	1425 / 2382		
Juruna	GROW	CRESCER		SPATIAL RELATIONS	479		
Juruna	GREEN IGUANA	CAMALEÃO	kanãbare	ANIMALS	1578	1	
Juruna	GUAN / JACU	JACÚ	tarukawa	ANIMALS	437		
Juruna	HAIR	CABELO	taba	BODY	2648		
Juruna	HAMMOCK	REDE	aibátá	HOUSE	2019		
Juruna	HAND	MÃO	wá	BODY	1277	1	also means 'finger'
Juruna	HAPPY	FELIZ / CONTENTE		EMOTIONS AND VALUES	1495		
Juruna	HAWK	GAVIÃO	ekú	ANIMALS	307		
Juruna	HEAD	CABEÇA	tabá	BODY	1256	2	
Juruna	HEAL	CURAR / SARAR		BODY	499		
Juruna	HEAR / LISTEN	ESCUTAR / OUVIR	edú	SENSE PERCEPTION	1408 / 1608		
Juruna	HEART	CORAÇÃO	waĩkaha	BODY	1223		
Juruna	HEAVY	PESADO	padetu	SENSE PERCEPTION	1210		
Juruna	HEDGEHOG	OURIÇO / PORCO-ESPINHO	ʔuʔĩ	ANIMALS	1797	2	
Juruna	HELP	AJUDAR		SOCIAL AND POLITICAL RELATIONS	1897		
Juruna	HEN / CHICKEN	GALINHA	takama	ANIMALS	1318		Von den Steinen (1884)
Juruna	HERE	AQUI	ʔaʔi	MISCELLANEOUS FUNCTION WORDS	136		
Juruna	HIDE	ESCONDER		SPATIAL RELATIONS	2486		
Juruna	HIT	BATER		BASIC ACTIONS AND TECHNOLOGY	1433		
Juruna	HOLE	BURACO	karahú	SPATIAL RELATIONS	1667		
Juruna	HONEY	MEL	awɨlá	FOOD AND DRINK	942		
Juruna	HORN	CHIFRE	aʃã	BODY	1393		
Juruna	HOT	QUENTE	akúhú	SENSE PERCEPTION	1286	1	
Juruna	HOUSE	CASA	aka	HOUSE	1252		
Juruna	HOWLER MONKEY	(MACACO) BUGIO / GUARIBA	wara	ANIMALS	433		
Juruna	HUMMINGBIRD	BEIJA-FLOR / COLIBRI	jakuriʃi	ANIMALS	1589	4	
Juruna	HUNT	CAÇAR		WARFARE AND HUNTING	1435		
Juruna	HUSBAND	MARIDO	mená / apíáka	KINSHIP	1200	1	
Juruna	I	EU	una	MISCELLANEOUS FUNCTION WORD	1209	2	
Juruna	INGA	INGÁ	hure				
Juruna	INSIDE	DENTRO (DE)			1606		
Juruna	JACARÉ / CAIMAN / CROCODILE	JACARÉ	jakare	ANIMALS	1857	1	
Juruna	JAGUAR	ONÇA	apɨ(imãmã)	ANIMALS	1250	6	
Juruna	JUMP		pɨrɨrɨkú	MOTION	1829	1	
Juruna	KILL	MATAR	abákú	BODY	1417		
Juruna	KING FISHER	GUARDA-RIOS / MARTIM-PESCADOR	adura	ANIMALS			
Juruna	KNEE	JOELHO	maʔã	BODY	1371		
Juruna	KNIFE	FACA	kʷaha	BASIC ACTIONS AND TECHNOLOGY	1352		also means 'stone'
Juruna	KNOW	SABER	ubahu	COGNITION	3626		
Juruna	LAKE	LAGO / LAGOA		PHYSICAL WORLD	624		
Juruna	LARGE ANT / BULLET ANT	TOCANDIRA / TUCANDEIRA	anãbi	ANIMALS			
Juruna	LARGE MANDI FISH	BAGRE / MANDI / SURUBIM-BAGRE		ANIMALS			
Juruna	LAUGH	RIR	lakáríku	EMOTIONS AND VALUES	1355	5	
Juruna	LEAF	FOLHA	úpá	AGRICULTURE AND VEGETATION	628		
Juruna	LEARN	APRENDER		COGNITION	504		
Juruna	LEAVE / GO OUT	SAIR	sã́	MOTION	1752		also 'be born'
Juruna	LEG	PERNA		BODY	1297		
Juruna	LAY (DOWN)	DEITAR(-SE)	máku / pɨʃɨhu	SPATIAL RELATIONS	2071		
Juruna	LIVER	FÍGADO	bɨʔá	BODY	1224	1	
Juruna	LIZARD	LAGARTO / CALANGO	jakurupa	ANIMALS	632		
Juruna	LONG / TALL	COMPRIDO / LONGO / ALTO	anáúhu	PATIALRELATIONS	1203 / 2143		
Juruna	LOOK AT	OLHAR		SENSE  AND PERCEPTION	1819		
Juruna	GETLOST / LOOSEONES	PERDER-SE		SENSE AND PERCEPTION	423		
Juruna	LOUSE	PIOLHO	kɨpá	ANIMALS	1392	1	
Juruna	MACAW	ARARA	urawɨ	ANIMALS	1630	7	
Juruna	MAGGOT / LARVA	LARVA		ANIMALS	/ 2640		
Juruna	MAN	HOMEM	sinahɨ	KINSHIP	1554	9	
Juruna	MANIOC	MADIOCA	majaka	AGRICULTURE AND VEGETATION	927	1	
Juruna	MANY	MUITOS	itʃíbí	QUANTITY	1198		
Juruna	MEDICINE	REMÉDIO	wapá	BODY	1372		
Juruna	MILK	LEITE		FOOD AND DRINK	635		
Juruna	MONKEY	MACACO		ANIMALS	1350		
Juruna	MOON	LUA	mãdɨká	PHYSICAL WORLD	1313		
Juruna	MORNING	MANHÃ	kaapáhinaku	TIME	1339		
Juruna	MOUNTAIN / HILL	MONTANHA / MONTE / MORRO	tʃua	PHYSICAL WORLD	639 / 2118		
Juruna	MOSQUITO	PERNILONGO / MURIÇOCA / CARAPANÃ	dʒa	ANIMALS	1509		
Juruna	MOTHER	MOTHER	dʒá	KINSHIP	1216	3	
Juruna	MOTHER-IN-LAW (OF MEN)	SOGRA(DE HOMEM)		KINSHIP	2257		
Juruna	MOTHER-IN-LAW (OF WOMAN)	SOGRA(DE MULHER)		KINSHIP	2256		
Juruna	MOULD	MOFO		PHYSICAL WORLD			
Juruna	MOUSTACHE	BIGODE		BODY	1165		
Juruna	MOUTH	BOCA	kaʃĩbɨa	BODY	674		
Juruna	NAIL / CLAW	UNHA / GARRA		BODY	2128		
Juruna	NAME	NOME	zá	SPEECH AND LANGUAGE	1405		
Juruna	NECK	PESCOÇO	ĩʔũ	BODY	1333		
Juruna	NEST	NINHO	atʃa	ANIMALS	539		Of birds
Juruna	NEW	NOVO	páràhù	TIME	1231		
Juruna	NIGHT	NOITE	kamadéhú	TIME	1233		
Juruna	NOSE	NARIZ	-iʔã	BODY	1221		
Juruna	NOW	AGORA	maʃí	TIME	1376		also means 'today'
Juruna	OAR	REMO	kutaha	MOTION	3137		
Juruna	OLD (ADJ)	VELHO	adúriu	TIME	1229		
Juruna	ONE	UM	meméhinaku	QUANTITY	1493		
Juruna	OPEN	ABRIR		SPATIAL RELATIONS	1156		
Juruna	OPOSSUM / SKUNK	GAMBÁ	hudʒihudʒi	ANIMALS	309		
Juruna	OTHER / SOME	OUTRO / ALGUM	naná	MISCELLANEOUS FUNCTION WORDS	197 /1241		
Juruna	OWL	CORUJA	akuʔu / suwɨ	ANIMALS	735		
Juruna	PACA	PACA	baʔɨ	ANIMALS	316		
Juruna	PACU FISH	PACU	pakuɨ	ANIMALS			
Juruna	PAIN / HURT	DOR / MACHUCADO		EMOTIONS AND VALUES	1783 / 2561		
Juruna	PAN	PANELA		FOOD AND DRINK	31		
Juruna	PAPAYA	MAMÃO	jũpajũpa	AGRICULTURE AND VEGETATION	2445		
Juruna	PARROT	PAPAGAIO	kũrĩkũrĩ	ANIMALS	882		
Juruna	PATH / WAY	CAMINHO	bahá	MOTION	2252		
Juruna	PEACH PALM	PUPUNHA		AGRICULTURE AND VEGETATION			
Juruna	PEANUT	AMENDOIM	koʔi	AGRICULTURE AND VEGETATION	2364	6	
Juruna	PECCARY (COLLARED)	PORCO DO MATO / CAITITU / CAITETU	udu	ANIMALS	435		
Juruna	PECCARY (WHITE-LIPPED)	QUEIXADA	hulʒa	ANIMALS	436		
Juruna	PENIS	PÊNIS	ʔaʔa	BODY	1222	1	
Juruna	PEPPER	PIMENTA	ʔaʔĩ	FOOD AND DRINK	1385		
Juruna	PERSON / HB / SOMEONE	PESSOA / SERHUMANO / ALGUÉM	dubia	KINSHIP	683		
Juruna	PESTLE	PILÃO	ʔeʔã́	FOOD AND DRINK	225	1	
Juruna	PESTLE (VERB)	PILAR	utʃákú			1	
Juruna	PIERCE	FURAR / ESPETAR	unákú	BASIC ACTIONS AND TECHNOLOGY	398		
Juruna	PINEAPPLE	ABACAXI	anana	FOOD AND DRINK	2440	1	
Juruna	PIRANHA	PIRANHA	pakĩ	ANIMALS	317		
Juruna	PLAY	BRINCAR	wɨwɨ	EMOTIONS AND VALUES	1413		
Juruna	PLAY (2) (CAUSE TO JUMP)		pɨrɨrɨkú	EMOTIONS AND VALUES			
Juruna	PORRIDGE	MINGAU	yákúpá	FOOD AND DRINK		6	
Juruna	PUMPKIN	ABÓBORA / MORANGA /	kuruá	FOOD AND DRINK	864	3	
Juruna	PUT	PÔR / COLOCAR	máku	SPATIAL RELATIONS	998		
Juruna	RAIN	CHUVA	amáná	PHYSICAL WORLD	658	1	
Juruna	RAT	RATO	akuʔu	ANIMALS	1490	0	
Juruna	RAW	CRU		FOOD AND DRINK	1959		
Juruna	RED	VERMELHO	asurĩ	SENSE PERCEPTION	156	5	
Juruna	REMEMBER	LEMBRAR(-SE)	kudu	COGNITION	707	1	
Juruna	RESIN	RESINA		THE PHYSICAL WORLD	664		
Juruna	RETURN / COME BACK	VIRAR / VOLTAR		MOTION	581		
Juruna	RIPE	MADURO		FOOD AND DRINK	178		
Juruna	RIVER	RIO	ijá	PHYSICAL WORLD	666		also means 'water'
Juruna	ROAST	ASSAR	atʃuhu	FOOD AND DRINK	1962		
Juruna	ROOT	RAÍZ		AGRICULTURE AND VEGETATION	670		
Juruna	ROPE	CORDA	inamã	BASIC ACTIONS AND TECHNOLOGY	1218	1	
Juruna	ROUND	REDONDO		SPATIAL RELATIONS	1395		
Juruna	ROW	REMAR	úruku	MOTION	1849		
Juruna	RUN	CORRER	tahú	MOTION	1519		
Juruna	SAD(NESS)	TRISTE(ZA)	ʔeʔúhũ	EMOTIONS AND VALUES	699		
Juruna	SALIVA	SALIVA		BODY	1503		
Juruna	SALT	SAL	yukɨ́dɨ́	FOOD AND DRINK	1274	1	
Juruna	SAND	AREIA	eta	PHYSICAL WORLD	1127		
Juruna	SAY	DIZER	a	SPEECH AND LANGUAGE	1458		
Juruna	SCARE	ASSUSTAR / AMEDRONTAR		EMOTIONS AND VALUES	252		
Juruna	SCORPION	ESCORPIÃO	uʔa huta / ewɨa	ANIMALS	1538		
Juruna	SEE	VER	zákú	SENSE PERCEPTION	1409		
Juruna	SEED	SEMENTE	bɨlá	AGRICULTURE AND VEGETATION	714		
Juruna	SEEK / LOOK FOR / SEARCH	BUSCAR / PROCURAR		POSSESSION	1468		
Juruna	SEND	ENVIAR		MOTION	1127		
Juruna	SHAMAN	PAJÉ	izíáha	RELEGION AND BELIEF	394	1	
Juruna	SHARPEN	AFIAR	imí	SENSE PERCEPTION	251		
Juruna	SHELL / BARK	CASCA / PELE	abe	AGRICULTURE AND VEGETATION	1204 / 2127	1	
Juruna	SHELL	CONCHA		ANIMALS	598		
Juruna	SHORT	CURTO	idúrĩ	SPATIAL RELATIONS	1645	1	
Juruna	SICK / ILL	DOENTE	kanemá ndea dʒu	BODY	1847		
Juruna	SING	CANTAR	abɨá /buijána	SPEECH AND LANGUAGE	1261		also means 'music' / von den Steinen (1884)
Juruna	SISTER	IRMÃ	wandʒi / aĩbí	KINSHIP	1263		
Juruna	SIT	SENTAR(-SE)	abɨku	SPATIAL RELATIONS	1416		
Juruna	SKIN	PELE	-sa	BODY	763	4	
Juruna	SKY	CÉU	kapa	PHYSICAL WORLD	1732	D	
Juruna	SLEEP	DORMIR	iju	BODY	1585	2	
Juruna	SLOTH	BICHO PREGUIÇA	irianã	ANIMALS	2446	4	
Juruna	SMALL	PEQUENO	ʃiʃi	SPATIAL RELATIONS	1246	5	
Juruna	SMOKE (N)	FUMAÇA	aʃiʃíʔá	PHYSICAL WORLD	778		
Juruna	SNAIL	CARACOL / LESMA		ANIMALS	1543		
Juruna	SNAKE	COBRA	hutá	ANIMALS	730	4	
Juruna	SNORE	RONCAR		BODY	1983		
Juruna	SON OF WOMAN	FILHO DE MULHER		KINSHIP	1620		
Juruna	SON OF MAN	FILHO DE HOMEN		KINSHIP	1620		
Juruna	SOUR / ACID /BITTER	AZEDO / AMARGO		SENSE PERCEPTION	1906		
Juruna	SPEAK	FALAR	kamenú	SPEECH AND LANGUAGE	1623	7	
Juruna	SPIDER	ARANHA	ʃiʔã	ANIMALS	843	7	
Juruna	SPIDER MONKEY /	MACACO PRETO / MACACO ARANHA / COATÁ	amĩã	ANIMALS	434		
Juruna	SPROUT	BROTAR		BASIC ACTIONS AND TECHNOLOGY	2076		
Juruna	SQUIRREL	ESQUILO		ANIMALS	1628		
Juruna	STAND	ESTAR DE/EM PÉ / LEVANTAR	mɨsu	BODY	1442		
Juruna	STAR	ESTRELA	anaĩbɨa	PHYSICAL WORLD	1430		
Juruna	STINGRAY	ARRAIA	lʒahu	ANIMALS	1910		
Juruna	STOMACH	ESTÔMAGO	wãzá	BODY	819		
Juruna	STONE	PEDRA	kuaha	PHYSICAL WORLD	857	5	
Juruna	STRONG	FORTE	wáriu	BODY	785		
Juruna	SUCK	SUGAR / CHUPAR	itutu	FOOD AND DRINK	1421		
Juruna	SUN	SOL	kuadɨ	PHYSICAL WORLD	1343		
Juruna	SURUBIM_FISH	PINTADO / BAGRE (?)	durupi	ANIMALS		1	
Juruna	SWEEP	VARRER		BASIC ACTIONS AND TECHNOLOGY	230		
Juruna	SWEET	DOCE	etʃáku	SENSE PERCEPTION	717		
Juruna	SWEET POTATO	BATAT-DOCE	ataũ	FOOD AND DRINK	159	5	
Juruna	SWIM	NADAR	ibɨkarahu	MOTION	1439		
Juruna	TAIL	RABO / CAUDA	wátáha	BODY	1220		
Juruna	TAPIR	ANTA	tuwã	ANIMALS	312	0	
Juruna	TAYRA	IRARA	waranãnã	ANIMALS			
Juruna	TEACH	ENSINAR		COGNITION	709		
Juruna	TELL / NARRATE	CONTAR		SPEECH AND LANGUAGE	1711		
Juruna	TERMINATE / FINISH	ACABAR / TERMINAR	másehu	TIME	1766		
Juruna	TERMITE	CUPIM	kupá	ANIMALS	883		
Juruna	TESTICLES	TESTÍCULOS		BODY	797		
